1	1	5.0
2	1	5.0
3	1	5.0
4	1	5.0
5	1	5.0
6	1	5.0
7	1	5.0
8	1	5.0
9	1	5.0
10	1	5.0
11	1	5.0
12	1	5.0
13	1	5.0
14	1	5.0
15	1	5.0
16	1	5.0
17	1	5.0
18	1	5.0
7	1	5.0
19	1	5.0
20	1	5.0
21	2	3.0
22	3	4.0
23	3	4.0
24	3	2.0
25	3	3.0
26	3	1.0
27	3	5.0
28	3	4.0
29	3	4.0
30	3	4.0
31	3	5.0
32	3	2.0
33	3	3.0
34	3	5.0
35	3	5.0
36	3	2.0
37	3	1.0
38	3	4.0
39	3	3.0
40	3	3.0
41	4	5.0
42	4	5.0
43	4	1.0
44	4	5.0
45	4	4.0
46	4	4.0
47	4	5.0
48	4	5.0
49	4	5.0
50	4	2.0
51	4	3.0
52	4	2.0
53	4	2.0
54	4	2.0
55	4	5.0
56	4	4.0
57	4	5.0
58	4	5.0
59	4	5.0
60	4	5.0
61	4	5.0
62	4	5.0
63	4	5.0
64	4	5.0
65	4	5.0
66	4	1.0
67	4	4.0
68	4	5.0
69	4	1.0
70	4	1.0
71	4	2.0
72	5	3.0
73	5	5.0
74	5	2.0
75	5	2.0
76	5	2.0
77	6	5.0
78	7	5.0
79	7	5.0
80	7	5.0
81	7	5.0
82	7	5.0
83	7	5.0
84	7	5.0
85	7	3.0
86	7	1.0
87	7	5.0
88	7	5.0
89	7	5.0
90	7	5.0
91	8	5.0
92	8	5.0
93	8	2.0
94	8	5.0
95	8	5.0
96	8	1.0
97	8	5.0
98	8	5.0
99	8	5.0
100	8	4.0
101	8	3.0
102	8	4.0
103	8	1.0
104	8	1.0
105	8	5.0
106	8	5.0
107	8	5.0
108	8	5.0
109	8	1.0
110	8	4.0
111	8	5.0
112	8	5.0
113	8	5.0
114	8	5.0
115	8	5.0
116	8	5.0
117	8	5.0
118	8	5.0
119	8	4.0
120	8	3.0
121	8	3.0
122	8	5.0
123	8	2.0
124	8	4.0
125	8	1.0
126	8	5.0
127	8	5.0
128	8	1.0
129	8	1.0
130	8	4.0
